Ponderador,COUNTRY,P1,P2,P0,P7,P5,P6,P13,P29,P37,P39,P8_1,P8_2,P8_3,P23,P24,P25_1,P25_3,P25_4,P25_8,P26_1,P26_4,P26_8,P26_9,P27_1,P27_2,P27_3,P28_1,P28_2,P28_3,P28_4,P9_1,P9_2,P38_1,P38_2
1.12248,Peru,50+,Mujer,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
1.2546,Peru,25-50,Mujer,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,0,
1.22933,Peru,25-50,Mujer,1,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
1.21182,Peru,25-50,Hombre,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,,,,,1,1,1,0,1,0,0,1,0,0,0
.63407,Peru,25-50,Mujer,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,,,,,1,1,1,1,1,1,1,,,1,0
.61111,Peru,25-50,Mujer,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,,,1,1,1,1,1,1,1,0,1,0,1
1.09267,Peru,25-50,Mujer,1,0,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.64437,Peru,25-50,Mujer,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.22933,Peru,50+,Mujer,1,0,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
1.04978,Peru,18-25,Mujer,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1
.95287,Peru,25-50,Mujer,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,,,,,1,1,1,0,1,1,1,0,1,0,0
1.02577,Peru,25-50,Mujer,1,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
.6187,Peru,25-50,Hombre,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.09267,Peru,25-50,Mujer,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,,,,,1,1,1,0,0,0,0,1,0,0,0
1.06857,Peru,25-50,Mujer,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.23716,Peru,50+,Hombre,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.22591,Peru,25-50,Mujer,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.00476,Peru,18-25,Mujer,1,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1
1.18483,Peru,25-50,Mujer,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,,,,,1,1,1,0,1,1,1,0,1,0,0
1.08816,Peru,25-50,Hombre,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,,,,,1,1,1,1,1,1,1,0,1,0,0
1.0722,Peru,25-50,Mujer,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
1.68307,Peru,50+,Mujer,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.00902,Peru,25-50,Mujer,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.17403,Peru,25-50,Mujer,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
1.0396,Peru,18-25,Mujer,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,,,,,1,1,0,1,0,0,1,0,1,1,0
1.19317,Peru,50+,Mujer,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,0,
.62704,Peru,18-25,Hombre,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,,,,,1,1,1,1,0,0,1,0,1,1,0
1.22074,Peru,50+,Mujer,1,1,1,0,0,0,1,1,1,1,0,0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1.03489,Peru,25-50,Hombre,1,0,0,1,0,99,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.75353,Peru,50+,Hombre,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,,,,,1,1,1,1,1,1,1,1,0,0,0
1.18483,Peru,25-50,Mujer,1,0,0,0,0,99,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.24855,Peru,50+,Hombre,1,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,1,0
1.03608,Peru,18-25,Mujer,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,,,,,1,1,1,1,1,1,1,0,1,1,0
1.05988,Peru,25-50,Hombre,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,,,,,1,1,0,1,0,1,1,0,1,0,0
.8482978880461736,Chile,50+,Mujer,1,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
2.32907282440985,Chile,25-50,Mujer,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,,,,,1,1,0,0,1,1,1,0,1,0,1
